證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"9930","中聯資源","142210","9318346","66.10","66.10","65.10","65.10","-0.6000","341"
"9931","欣高","16140","603203","37.65","37.65","37.10","37.30","0.3500","15"
"9933","中鼎","2452999","118546227","48.80","48.80","48.00","48.00","-0.8000","3550"
"9934","成霖","2683967","52444068","19.70","19.90","19.35","19.70","0.0000","1065"
"9935","慶豐富","1018394","26225860","25.35","26.00","25.05","25.90","0.9000","594"
"9937","全國","14574","967265","66.40","66.70","66.20","66.70","0.0000","154"
"9938","百和","4236083","293768755","69.00","70.30","67.80","69.10","0.4000","4175"
"9939","宏全","890495","146292007","166.50","166.50","163.00","163.50","-3.0000","1073"
"9940","信義","1977407","61848998","31.90","31.95","30.95","31.15","-0.6000","1588"
"9941","裕融","3782136","579456136","151.50","154.00","151.50","153.50","4.5000","3298"
"9941A","裕融甲特","31070","1587765","51.00","51.20","51.00","51.20","0.1000","15"
"9942","茂順","75963","9728508","128.50","128.50","127.50","128.50","0.5000","105"
"9943","好樂迪","162522","14671942","90.80","90.80","90.00","90.20","-0.5000","203"
"9944","新麗","584013","13364718","23.15","23.15","22.55","22.55","-0.6000","320"
"9945","潤泰新","42967992","2023477250","48.20","48.80","45.70","45.85","-1.7000","34143"
"9946","三發地產","13887078","638169878","49.00","49.50","44.60","44.60","-4.9500","6381"
"9955","佳龍","2564038","81943510","32.80","33.00","31.60","31.65","-3.4500","2129"
"9958","世紀鋼","15078872","4951149785","332.00","336.00","322.00","324.50","0.0000","27174"
