證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"00660","元大歐洲50","43621","1595954","36.58","36.73","36.58","36.73","0.0100","83"
"00661","元大日經225","872591","43307023","49.55","49.70","49.50","49.59","-0.1400","194"
"00662","富邦NASDAQ","2294712","181344830","79.00","79.15","78.95","79.05","0.0000","1176"
"00663L","國泰臺灣加權正2","435293","89390291","205.60","205.80","205.00","205.65","-0.8500","22"
"00664R","國泰臺灣加權反1","4194749","17206651","4.11","4.11","4.09","4.10","0.0000","226"
"00665L","富邦恒生國企正2","96442916","681221385","7.14","7.16","6.96","6.96","-0.1000","4711"
"00666R","富邦恒生國企反1","155000","2226740","14.31","14.50","14.31","14.49","0.0700","35"
"00668","國泰美國道瓊","31683","1448369","45.67","45.73","45.67","45.73","0.2000","80"
"00668K","國泰美國道瓊+U","200","2830","14.15","14.15","14.15","14.15","0.0400","2"
"00669R","國泰美國道瓊反1","535000","3834260","7.18","7.18","7.16","7.16","-0.0300","81"
"00670L","富邦NASDAQ正2","1000947","119560458","119.35","119.60","119.30","119.60","0.1500","336"
"00671R","富邦NASDAQ反1","2045150","7962322","3.89","3.90","3.89","3.89","-0.0100","141"
"00673R","期元大S&P原油反1","10620935","81563934","7.67","7.70","7.66","7.67","-0.1200","729"
"00674R","期元大S&P黃金反1","390401","4081307","10.46","10.49","10.41","10.44","-0.0400","99"
"00675L","富邦臺灣加權正2","1576244","141562397","89.55","90.10","89.40","89.80","-0.3500","1173"
"00676R","富邦臺灣加權反1","3701000","8406170","2.28","2.28","2.27","2.27","0.0000","146"
"00678","群益那斯達克生技","271061","7904799","29.12","29.17","29.12","29.15","-0.0200","75"
"00680L","元大美債20正2","27896733","243468744","8.73","8.74","8.71","8.73","0.0000","3027"
"00681R","元大美債20反1","120000","2430350","20.23","20.26","20.23","20.26","0.0300","23"
"00682U","期元大美元指數","6000","126240","21.04","21.04","21.04","21.04","0.0000","3"
"00683L","期元大美元指正2","159000","3593220","22.59","22.61","22.59","22.59","-0.0500","22"
"00684R","期元大美元指反1","11000","170280","15.48","15.48","15.48","15.48","0.0300","5"
"00685L","群益臺灣加權正2","219512","17555615","79.95","80.20","79.65","79.95","-0.3500","140"
"00686R","群益臺灣加權反1","3410250","8321242","2.45","2.45","2.44","2.44","-0.0100","37"
"00688L","國泰20年美債正2","15270498","132644939","8.70","8.70","8.67","8.69","0.0000","1461"
"00689R","國泰20年美債反1","168000","3518590","20.95","20.95","20.94","20.95","0.0100","6"
"00690","兆豐藍籌30","1015943","33958910","33.55","33.55","33.35","33.40","-0.1800","483"
"00692","富邦公司治理","1919906","79356165","41.22","41.59","41.22","41.33","-0.2600","1814"
"00693U","期街口S&P黃豆","183944","4415016","23.98","24.05","23.98","23.99","0.2800","107"
"00700","富邦恒生國企","364420","4748682","13.12","13.12","12.98","13.00","-0.1200","252"
"00701","國泰股利精選30","1642282","45647414","27.71","27.87","27.70","27.80","0.1500","651"
"00702","國泰標普低波高息","105830","2476192","23.35","23.44","23.35","23.37","-0.0600","86"
"00703","台新MSCI中國","128786","2029428","15.82","15.82","15.74","15.74","-0.0900","68"
"00706L","期元大S&P日圓正2","3496665","21642705","6.20","6.21","6.17","6.19","0.0100","286"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","754045","26314362","34.94","35.18","34.68","35.07","0.3800","274"
"00709","富邦歐洲","145427","4413635","30.44","30.46","30.26","30.26","-0.1300","160"
"00710B","復華彭博非投等債","300717","5863098","19.48","19.52","19.48","19.48","-0.0400","70"
"00711B","復華彭博新興債","132438","2187533","16.52","16.52","16.51","16.52","0.0000","35"
"00712","復華富時不動產","18483016","179179833","9.70","9.71","9.68","9.71","-0.0400","4822"
"00713","元大台灣高息低波","8206710","477644069","58.15","58.30","58.05","58.25","0.1000","6625"
"00714","群益道瓊美國地產","479512","9313489","19.40","19.43","19.40","19.41","0.0200","120"
"00715L","期街口布蘭特正2","35573767","533501745","15.02","15.03","14.93","15.01","0.4300","4363"
"00717","富邦美國特別股","141228","2249676","15.91","15.94","15.91","15.93","0.0100","260"
"00728","第一金工業30","161568","4999923","30.97","31.04","30.90","31.04","0.0400","194"
"00730","富邦臺灣優質高息","123400","2760013","22.39","22.39","22.31","22.35","-0.0400","323"
"00731","復華富時高息低波","1119038","83513809","74.60","74.80","74.40","74.80","0.3000","2382"
"00733","富邦臺灣中小","2253612","132939378","58.80","59.20","58.80","59.00","0.2000","1592"
"00735","國泰臺韓科技","104861","3772737","36.10","36.10","35.91","36.00","-0.1000","90"
"00736","國泰新興市場","100967","2259532","22.38","22.38","22.38","22.38","-0.0100","66"
"00737","國泰AI+Robo","236617","7252680","30.60","30.71","30.60","30.69","0.1100","104"
"00738U","期元大道瓊白銀","2559605","73643174","28.85","28.99","28.59","28.88","0.8700","477"
"00739","元大MSCI A股","57973","1219325","21.17","21.17","20.98","20.98","-0.2900","241"
"00752","中信中國50","3231977","60894304","19.02","19.07","18.74","18.76","-0.2100","1141"
"00753L","中信中國50正2","20282711","167898821","8.37","8.42","8.18","8.18","-0.1600","2635"
"00757","統一FANG+","1167522","96737743","82.85","82.95","82.70","82.90","0.0500","1246"
"00762","元大全球AI","174319","10862887","62.40","62.40","62.25","62.35","0.0000","497"
"00763U","期街口道瓊銅","329079","9403831","28.67","28.67","28.46","28.51","0.0000","135"
"00770","國泰北美科技","258660","11592345","44.89","44.89","44.69","44.82","-0.0900","326"
"00771","元大US高息特別股","78583","1373198","17.45","17.52","17.45","17.47","-0.0200","70"
"00775B","新光投等債15+","856909","29615799","34.50","34.61","34.50","34.55","-0.0400","128"
"00783","富邦中証500","66800","1194181","18.01","18.01","17.84","17.84","-0.2100","72"
"00830","國泰費城半導體","5079817","244998528","48.21","48.27","48.10","48.26","-0.3400","2658"
"00850","元大臺灣ESG永續","801245","34379934","43.00","43.00","42.82","42.89","-0.2300","1149"
"00851","台新全球AI","41537","1844095","44.30","44.45","44.30","44.39","0.1200","116"
"00852L","國泰美國道瓊正2","1768000","42042580","23.80","23.81","23.76","23.81","0.1500","114"
"00861","元大全球未來通訊","79308","3257005","41.18","41.18","41.02","41.02","-0.2000","120"
"00865B","國泰US短期公債","142725","6454297","45.15","45.25","45.15","45.22","0.0600","76"
"00875","國泰網路資安","32032","1013127","31.65","31.65","31.60","31.63","0.0500","254"
"00876","元大全球5G","360130","14453547","40.28","40.34","40.05","40.05","-0.2900","260"
"00878","國泰永續高股息","29315083","674258987","23.00","23.04","22.96","23.01","0.0100","21544"
"00881","國泰台灣5G+","8713582","201913950","23.30","23.30","23.10","23.16","-0.1900","3418"
"00882","中信中國高股息","16750575","202377904","12.06","12.14","12.05","12.06","0.0000","2711"
"00885","富邦越南","4386376","53796031","12.30","12.30","12.25","12.25","-0.0500","1299"
"00891","中信關鍵半導體","4387082","81084526","18.54","18.54","18.44","18.51","-0.0300","1977"
"00892","富邦台灣半導體","2717632","44228691","16.29","16.31","16.21","16.30","0.0000","1067"
"00893","國泰智能電動車","5156424","112696846","21.92","21.92","21.83","21.83","-0.1600","915"
"00894","中信小資高價30","596734","11803481","19.84","19.85","19.70","19.71","-0.1900","228"
"00895","富邦未來車","2963579","81033556","27.43","27.43","27.28","27.33","-0.1800","1750"
"00896","中信綠能及電動車","1109067","19793285","17.85","17.92","17.79","17.92","0.0400","671"
"00897","富邦基因免疫生技","942980","7836609","8.34","8.34","8.30","8.31","-0.0600","273"
"00898","國泰基因免疫革命","559986","4028408","7.16","7.20","7.16","7.19","0.0300","257"
"00899","FT潔淨能源","134916","2485013","18.46","18.46","18.40","18.42","-0.1300","140"
"00900","富邦特選高股息30","9837175","162699701","16.48","16.57","16.48","16.56","0.0800","2302"
"00901","永豐智能車供應鏈","702291","13696208","19.60","19.60","19.47","19.50","-0.1300","168"
"00902","中信電池及儲能","2515846","24551811","9.83","9.83","9.72","9.76","-0.1400","967"
"00903","富邦元宇宙","1271768","17766811","13.96","13.99","13.94","13.98","0.0200","360"
"00904","新光臺灣半導體30","1014872","18181673","17.97","17.97","17.89","17.93","-0.0500","330"
"00905","FT臺灣Smart","1864317","24462216","13.15","13.16","13.08","13.13","-0.0500","663"
"00907","永豐優息存股","3658076","61761881","16.80","16.95","16.75","16.89","0.1200","838"
"00908","富邦入息REITs+","241073","3037027","12.60","12.60","12.58","12.58","-0.0400","71"
"00909","國泰數位支付服務","2947728","81583295","27.52","27.73","27.52","27.72","0.4300","1199"
"00910","第一金太空衛星","107740","1942703","18.06","18.06","18.01","18.03","-0.0600","14"
"00911","兆豐洲際半導體","185556","5448281","29.46","29.46","29.32","29.38","-0.0800","89"
"00912","中信臺灣智慧50","766864","14063012","18.37","18.38","18.29","18.35","-0.0300","172"
"00913","兆豐台灣晶圓製造","73172","1551346","21.19","21.25","21.13","21.25","0.0500","39"
"00915","凱基優選高股息30","7109054","192796169","27.16","27.19","27.03","27.17","0.0100","2970"
"00916","國泰全球品牌50","297476","6509102","21.84","21.92","21.84","21.90","0.0600","442"
"00917","中信特選金融","261204","5065142","19.41","19.41","19.29","19.39","0.0000","174"
"00918","大華優利高填息30","36566494","927937301","25.36","25.43","25.31","25.41","0.1100","10531"
"00919","群益台灣精選高息","61189412","1595505390","26.03","26.15","26.00","26.13","0.1300","20493"
"00920","富邦ESG綠色電力","245906","3810893","15.58","15.58","15.48","15.50","-0.0800","114"
"00921","兆豐龍頭等權重","2274838","44185524","19.39","19.49","19.38","19.47","0.1000","1019"
"00922","國泰台灣領袖50","1746909","35757380","20.56","20.56","20.42","20.46","-0.1100","1504"
"00923","群益台ESG低碳50","4182361","89462066","21.43","21.44","21.32","21.40","-0.0500","2283"
"00924","復華S&P500成長","271657","5888017","21.67","21.69","21.64","21.68","0.0100","409"
"00925","新光標普電動車","347000","5604240","16.16","16.16","16.14","16.14","-0.0500","5"
"00926","凱基全球菁英55","1439882","31842778","22.14","22.14","22.06","22.12","-0.0500","362"
"00927","群益半導體收益","4357102","86141472","19.72","19.81","19.72","19.80","0.0400","1353"
"00929","復華台灣科技優息","120416956","2478846582","20.60","20.65","20.55","20.57","-0.0300","39225"
"00930","永豐ESG低碳高息","1120003","23142448","20.72","20.74","20.60","20.68","-0.0400","450"
"00932","兆豐永續高息等權","1575111","27949307","17.69","17.78","17.68","17.76","0.0700","642"
"00934","中信成長高股息","7306439","143151995","19.61","19.65","19.54","19.63","0.0500","1063"
"00935","野村臺灣新科技50","3476113","73324304","21.20","21.20","21.02","21.05","-0.1800","2056"
"00936","台新永續高息中小","88857705","1666647506","18.76","18.90","18.71","18.71","-0.2000","24260"
"00939","統一台灣高息動能","31448025","461663081","14.65","14.73","14.62","14.73","0.0800","8005"
"00940","元大台灣價值高息","93783631","931483613","9.91","9.95","9.91","9.94","0.0300","15344"
"00941","中信上游半導體","15358162","236626100","15.38","15.43","15.38","15.40","0.0200","3098"
"00943","兆豐電子高息等權","1054412","16030881","15.19","15.25","15.18","15.21","0.0200","243"
"00944","野村趨勢動能高息","6560208","98079659","14.90","14.99","14.90","14.98","0.0800","1066"
"00945B","凱基美國非投等債","2774675","41632525","15.01","15.02","15.00","15.01","0.0000","318"
"00946","群益科技高息成長","20688881","214793068","10.38","10.42","10.35","10.41","0.0200","3223"
"01001T","土銀富邦R1","101000","1470960","14.56","14.57","14.56","14.56","-0.0200","5"
"01002T","土銀國泰R1","578000","9768060","16.90","16.90","16.87","16.87","0.0200","13"
"01004T","土銀富邦R2","181002","2286495","12.65","12.66","12.59","12.60","-0.0700","19"
"01007T","兆豐國泰R2","72004","1199192","16.78","16.78","16.60","16.62","-0.1600","13"
"01009T","王道圓滿R1","228000","1814870","7.95","7.96","7.95","7.96","0.0000","11"
"01010T","京城樂富R1","127000","1272430","10.03","10.03","10.01","10.02","0.0000","22"
"020000","富邦特選蘋果N","2000","23120","11.56","11.56","11.56","11.56","0.0000","1"
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","","","","","","","0.0000",""
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","5000","125280","25.07","25.07","25.00","25.07","0.2900","4"
"020019","統一特選台灣5GN","","","","","","","0.0000",""
"02001L","富邦蘋果正二N","81000","2067730","25.89","25.89","25.33","25.43","-0.4800","57"
"02001R","富邦蘋果反一N","10000","15600","1.56","1.56","1.56","1.56","0.0000","2"
"02001S","策元大加權策略N","","","","","","","0.0000",""
"020020","元大台股領航N","87000","953730","10.98","11.00","10.93","10.96","-0.0700","19"
"020028","元大特選電動車N","65000","580060","8.89","8.94","8.89","8.94","0.0500","17"
"020029","元大ESG高股息N","31000","282460","9.14","9.14","9.10","9.11","-0.0900","16"
"020030","統一智慧電動車N","24000","145680","6.07","6.07","6.07","6.07","-0.0400","2"
"020031","統一IC設計臺灣N","69000","425360","6.16","6.21","6.15","6.20","0.0200","17"
"020032","元大綠能N","","","","","","","0.0000",""
"020034","元大IC設計N","153000","1237560","8.10","8.10","8.08","8.10","0.0000","11"
"020036","元大金融配息N","2000","12430","6.21","6.22","6.21","6.22","0.0000","2"
"020037","元大金融高股息N","29000","184790","6.36","6.40","6.36","6.40","0.0600","6"
"020038","元大ESG配息N","28000","220410","7.92","7.92","7.84","7.84","-0.0800","21"
"020039","元大加權N","24000","157440","6.56","6.56","6.56","6.56","-0.0200","12"
"1101","台泥","9374984","309549681","32.70","33.25","32.65","33.05","0.3500","4775"
"1101B","台泥乙特","222","10667","","","","","0.0000","1"
"1102","亞泥","4756813","196388615","40.60","41.55","40.60","41.40","0.8000","2689"
"1103","嘉泥","294733","5422342","18.25","18.50","18.25","18.40","0.1500","258"
"1104","環泥","673894","22762540","33.65","33.90","33.55","33.85","0.2000","379"
"1108","幸福","671941","11388617","16.85","17.05","16.85","16.90","0.0500","254"
"1109","信大","190476","3691852","19.35","19.45","19.30","19.40","0.1500","126"
"1110","東泥","1525704","37513742","24.35","25.10","23.80","24.25","-0.0500","831"
"1201","味全","447006","8430147","18.80","18.95","18.80","18.80","0.0000","288"
"1203","味王","4787","237072","50.20","50.20","49.55","49.70","-0.0500","35"
"1210","大成","1057243","60368801","57.00","57.30","57.00","57.10","-0.1000","991"
"1213","大飲","21015","149857","7.10","7.15","7.10","7.15","-0.0300","17"
"1215","卜蜂","566538","60976195","107.00","108.00","107.00","108.00","1.0000","724"
"1216","統一","7411099","594134562","79.60","80.30","79.50","80.30","0.0000","3969"
"1217","愛之味","582776","7037957","12.00","12.10","12.00","12.10","0.0500","350"
"1218","泰山","2452205","56545339","22.45","23.25","22.45","23.25","0.8000","1172"
"1219","福壽","217480","4101026","18.80","18.90","18.80","18.90","0.1000","162"
"1220","台榮","266381","4107947","15.30","15.50","15.20","15.45","0.3000","163"
"1225","福懋油","62693","5830765","93.40","93.50","92.60","92.80","-0.6000","95"
"1227","佳格","641405","26525798","41.40","41.50","41.20","41.35","-0.2500","624"
"1229","聯華","581127","39028847","67.20","67.30","67.00","67.20","-0.1000","627"
"1231","聯華食","179951","18499089","103.50","103.50","102.00","102.50","0.5000","1172"
"1232","大統益","55562","8054452","144.50","145.50","144.50","145.00","0.5000","113"
"1233","天仁","16539","563626","34.05","34.20","34.00","34.20","0.1500","24"
"1234","黑松","159662","6949910","43.50","43.60","43.45","43.60","0.1500","188"
"1235","興泰","3488","316476","90.90","91.00","90.90","90.90","0.2000","8"
"1236","宏亞","20201","485709","24.00","24.05","24.00","24.00","0.0000","152"
"1256","鮮活果汁-KY","33125","6574976","197.00","201.00","197.00","200.50","3.5000","194"
"1301","台塑","13858886","864743589","62.10","63.00","61.60","62.70","0.3000","8179"
"1303","南亞","17044456","860983173","50.40","51.10","49.80","50.80","0.4000","7463"
"1304","台聚","2739833","42444386","15.15","15.65","15.10","15.55","0.3500","1255"
"1305","華夏","1520050","26327201","17.05","17.50","16.95","17.50","0.4500","878"
"1307","三芳","567975","18324436","31.55","32.55","31.55","32.50","0.8500","404"
"1308","亞聚","1316084","23374932","17.55","17.95","17.55","17.80","0.2000","1152"
"1309","台達化","597942","9142578","15.25","15.45","15.05","15.40","0.3500","471"
"1310","台苯","1259537","16306955","12.75","13.10","12.70","13.00","0.2500","782"
"1312","國喬","5963628","83864481","13.70","14.30","13.65","14.25","0.6000","2022"
"1312A","國喬特","44000","1043400","23.70","23.80","23.70","23.80","0.1000","17"
"1313","聯成","1937907","24175575","12.35","12.70","12.25","12.60","0.2000","1987"
"1314","中石化","44253706","447954501","9.93","10.30","9.92","10.10","0.2100","7315"
"1315","達新","15558","1119592","72.30","72.30","71.80","71.90","-0.4000","35"
"1316","上曜","27500602","560131133","18.80","20.75","18.75","20.75","1.8500","9857"
"1319","東陽","2551943","293437826","116.00","117.00","114.00","114.50","0.5000","2210"
"1321","大洋","262100","10260004","38.75","39.55","38.65","39.20","0.4500","142"
"1323","永裕","34217","1040279","30.30","30.50","30.30","30.50","0.0000","64"
"1324","地球","143217","1904147","13.25","13.40","13.25","13.40","0.1500","148"
"1325","恆大","540566","15399756","28.00","28.80","28.00","28.50","0.7000","312"
"1326","台化","4357034","224994927","51.00","52.10","51.00","52.00","1.1000","2723"
"1337","再生-KY","1189185","9054859","7.50","7.74","7.39","7.59","0.1900","489"
"1338","廣華-KY","45233","1538939","34.00","34.10","33.95","34.10","0.1500","46"
"1339","昭輝","254558","17732084","69.80","70.60","69.30","69.30","-0.1000","166"
"1340","勝悅-KY","91584","920147","10.10","10.10","10.00","10.00","-0.0500","206"
"1341","富林-KY","5110","362201","70.90","70.90","70.90","70.90","-0.1000","14"
"1342","八貫","282145","32304302","115.50","115.50","114.00","114.00","-1.5000","397"
"1402","遠東新","8674499","297387376","33.85","34.55","33.85","34.55","0.6000","4836"
"1409","新纖","3265518","54280723","16.40","16.70","16.35","16.65","0.2500","856"
"1410","南染","2004","75198","37.30","37.75","37.30","37.75","0.2000","4"
"1413","宏洲","1193170","13394714","10.85","11.45","10.85","11.30","0.4500","329"
"1414","東和","6051039","137648339","21.30","23.10","21.05","22.60","1.6000","2531"
"1416","廣豐","561002","7328327","12.95","13.15","12.95","13.05","0.1500","350"
"1417","嘉裕","345156","3924016","11.30","11.45","11.25","11.45","0.1500","200"
"1418","東華","30931","960474","31.50","31.50","30.40","31.05","0.1000","58"
"1419","新紡","74065","3610145","48.10","49.30","48.10","48.85","0.7000","91"
"1423","利華","185524","7268021","38.55","39.50","38.50","39.25","0.8000","153"
"1432","大魯閣","259391","4577937","17.50","17.90","17.50","17.85","0.3500","388"
"1434","福懋","664263","15064962","22.50","22.80","22.50","22.75","0.2000","600"
"1435","中福","2007","96821","48.25","48.25","48.25","48.25","0.0000","9"
"1436","華友聯","664040","99533692","152.50","154.00","145.00","149.00","-3.5000","1759"
"1437","勤益控","591416","22065320","36.50","37.80","36.30","37.80","1.5000","389"
"1438","三地開發","563350","36357291","62.00","65.60","61.90","64.60","2.6000","514"
"1439","雋揚","105101","2954411","27.30","28.35","27.30","28.30","0.9500","63"
"1440","南紡","7960438","148276336","17.90","19.00","17.90","18.55","0.6500","3431"
"1441","大東","36880","488950","13.15","13.25","13.15","13.25","0.0000","239"
"1442","名軒","5074859","319157493","61.10","64.00","60.30","64.00","2.9000","3116"
"1443","立益物流","36348","1138445","31.40","31.40","31.25","31.40","0.0000","42"
"1444","力麗","3907938","38835979","9.66","10.05","9.66","9.97","0.3100","1248"
"1445","大宇","1030330","23749241","23.05","23.20","23.00","23.00","0.0000","371"
"1446","宏和","2980999","181028118","60.10","62.00","58.70","60.40","1.0000","2114"
"1447","力鵬","9991518","101517770","9.60","10.40","9.57","10.20","0.6200","2973"
"1449","佳和","914314","17279825","18.35","19.10","18.35","19.00","0.6000","443"
"1451","年興","49123","1000515","20.30","20.45","20.30","20.40","0.0500","81"
"1452","宏益","229208","3941192","17.10","17.30","17.10","17.25","0.2000","103"
"1453","大將","11241135","339287521","28.10","30.80","28.10","29.30","1.3000","5147"
"1454","台富","6375","106947","16.90","16.90","16.65","16.90","0.1000","10"
"1455","集盛","13564011","207022567","14.70","15.60","14.60","15.00","0.4500","4138"
"1456","怡華","341982","6768631","19.45","20.40","19.40","20.25","0.8000","226"
"1457","宜進","1422518","31902932","22.00","22.60","22.00","22.40","0.4000","602"
"1459","聯發","167220","1836804","10.80","11.10","10.80","11.10","0.2000","123"
"1460","宏遠","535791","4428036","8.17","8.32","8.16","8.27","0.1700","212"
"1463","強盛","44120","887017","20.10","20.25","20.05","20.10","0.0500","35"
"1464","得力","841319","12488808","14.70","15.00","14.60","14.90","0.1500","555"
"1465","偉全","115729","1777664","15.20","15.45","15.20","15.35","0.1000","91"
"1466","聚隆","388409","5029731","13.25","13.25","12.65","12.80","0.3500","188"
"1467","南緯","635506","7336935","11.40","11.70","11.40","11.60","0.2500","214"
"1468","昶和","38089","551396","14.40","14.60","14.35","14.55","0.1000","38"
"1470","大統新創","46009","959238","20.40","21.00","20.40","20.90","0.2000","31"
"1471","首利","648968","10467136","16.10","16.30","15.95","16.05","0.1000","358"
"1472","三洋實業","39287","2856221","71.40","73.60","71.40","72.30","0.9000","91"
"1473","台南","10215323","553308983","50.00","55.00","49.90","55.00","5.0000","3768"
"1474","弘裕","585574","8225242","13.55","14.25","13.50","14.20","0.6500","310"
"1475","業旺","276523","16085838","57.10","59.10","57.10","58.10","1.0000","212"
"1476","儒鴻","3214946","1746693681","526.00","557.00","526.00","551.00","27.0000","4409"
"1477","聚陽","1268723","504205887","399.00","400.00","393.50","398.50","-1.5000","1218"
"1503","士電","24071497","5816344038","238.50","250.00","234.00","243.00","7.0000","20259"
"1504","東元","26142744","1528936504","57.20","59.20","57.00","59.00","1.4000","14101"
"1506","正道","147343","2471058","16.70","16.95","16.65","16.90","0.1500","94"
"1512","瑞利","157247","1340783","8.59","8.76","8.32","8.75","0.1500","89"
"1513","中興電","48941604","8581744002","166.50","182.50","166.50","182.00","16.0000","34213"
"1514","亞力","27360775","3128924554","108.50","118.00","108.00","118.00","10.5000","17812"
"1515","力山","1955088","91235545","45.70","47.10","45.70","46.50","1.0500","1250"
"1516","川飛","667391","15817873","24.00","24.05","23.35","23.70","-0.3000","479"
"1517","利奇","333637","5607167","16.60","16.95","16.60","16.75","0.1500","236"
"1519","華城","12062918","8723068233","694.00","750.00","686.00","742.00","55.0000","13869"
"1521","大億","47559","1898243","39.80","40.40","39.55","39.55","-0.4000","45"
"1522","堤維西","15021481","998658920","65.50","68.20","64.90","66.20","0.7000","9133"
"1522A","堤維西甲特","","","","","","","0.0000",""
"1524","耿鼎","4568469","166625090","36.75","37.25","36.05","36.20","-0.5000","3354"
"1525","江申","38688","2963152","76.60","76.80","76.30","76.60","-0.3000","47"
"1526","日馳","55198","1822580","33.05","33.10","32.95","33.05","0.0000","59"
"1527","鑽全","137934","5946296","42.90","43.25","42.90","43.20","0.3000","197"
"1528","恩德","937668","11890409","12.45","12.80","12.45","12.75","0.4000","387"
"1529","樂事綠能","1845386","60849241","32.00","33.65","31.85","33.40","1.5500","1276"
"1530","亞崴","33838","1095628","32.40","32.45","32.20","32.40","0.0000","122"
"1531","高林股","283613","4235070","14.85","15.10","14.75","14.95","0.1000","174"
"1532","勤美","11670934","622355462","52.50","54.40","52.00","52.60","1.0000","5733"
"1533","車王電","62393","2949084","46.85","47.55","46.85","47.35","0.5000","81"
"1535","中宇","259606","18226138","69.90","70.90","69.70","70.30","0.4000","238"
"1536","和大","727155","40873605","55.60","56.60","55.60","56.30","0.7000","633"
"1537","廣隆","295459","43784357","147.00","149.00","147.00","148.50","2.0000","584"
"1538","正峰","91770","1305664","14.45","14.45","14.20","14.30","-0.1500","49"
"1539","巨庭","102372","2426481","23.70","23.75","23.65","23.70","0.0500","60"
"1540","喬福","1366319","27810450","20.25","20.60","20.20","20.35","0.1000","315"
"1541","錩泰","40060","1272561","31.85","32.15","31.30","31.70","0.1000","40"
